productid	brand	RAM_GB	HDD_GB	GHz	price
347755	MSI	4	2000	1.8	41900
347898	Samsung	4	1000	3	61900
347915	Lenovo	4	2000	2.3	41900
348321	Dell	4	2000	2.5	64900
348381	hp	4	1000	2.5	50900
348384	HP	4	500	2.5	50900
348543	Toshiba	8	2000	3	72900
348689	Asus	4	2000	2.5	51900
348698	asus	8	1000	2.5	61900
348724	MSI	4	500	3.2	69900
348763	MSI	8	1000	2.3	50900
348806	asus	8	1000	2.3	46900
348986	MSI	16	2000	2.3	62900
349114	Acer	16	500	3.2	81900
349282	Lenovo	16	1000	2.3	39900
349778	Apple	16	1000	3.2	153900
349900	Dell	16	500	3.2	89900
350106	Acer	4	2000	3	67900
350247	Apple	8	500	3	131900
350619	Microsoft	8	1000	1.8	44900
350965	Acer	8	1000	2.3	51900
351022	HP	8	2000	3.2	82900
351215	HP	16	500	3.2	86900
351510	Toshiba	8	2000	2.3	57900
351546	Microsoft	4	2000	3.2	80900
351590	Acer	8	1000	2.3	45900
351658	HP	16	2000	1.8	52900
351671	Acer	16	2000	3.2	92900
351769	HP	4	500	2.3	41900
351889	Asus	16	500	1.8	48900
351966	asus	8	1000	2.3	47900
352294	Apple	8	2000	3	132900
352548	Dell	16	1000	2.5	77900
352722	Lenovo	8	2000	2.3	35900
352926	Asus	4	1000	3.2	79900
353107	Apple	16	500	1.8	107900
353169	Asus	8	500	1.8	36900
353272	Acer	8	500	2.3	49900
353328	Dell	4	500	3.2	80900
353782	asus	16	500	1.8	46900
353889	HP	16	500	3	74900
354076	Samsung	16	2000	2.3	60900
354274	Samsung	4	2000	2.3	49900
354309	Samsung	8	500	2.3	48900
354406	Toshiba	16	500	2.5	65900
354494	Lenovo	8	1000	1.8	26900
354501	Acer	4	500	3	57900
354639	Microsoft	8	500	2.3	43900
355094	Microsoft	8	500	2.5	55900
355168	Dell	4	2000	2.3	62900
355651	Asus	4	2000	3.2	78900
355917	Acer	4	1000	3	60900
355936	asus	16	1000	3	75900
356165	Microsoft	16	1000	3.2	82900
356173	Microsoft	16	1000	2.5	60900
356370	asus	16	2000	2.5	67900
356486	Acer	16	500	1.8	44900
356745	HP	8	500	1.8	39900
356884	DELL	8	500	1.8	54900
357347	Microsoft	4	1000	2.5	53900
357425	Samsung	16	1000	2.5	61900
357425	Samsung	16	1000	2.5	61900
357440	Lenovo	16	1000	2.3	39900
357505	hp	16	500	2.3	56900
357561	hp	4	2000	2.5	49900
358119	DELL	4	500	3.2	83900
358152	MSI	8	1000	1.8	39900
358437	DELL	4	1000	2.5	69900
358441	Acer	4	500	3	61900
358845	MSI	8	1000	1.8	41900
359043	Toshiba	16	1000	1.8	44900
359137	MSI	16	1000	2.3	57900
359322	Acer	16	2000	3	79900
359985	Microsoft	16	2000	2.3	66900
360056	Samsung	4	1000	2.3	41900
360067	Asus	8	1000	2.5	65900
360082	Apple	8	500	1.8	112900
360210	Lenovo	4	1000	1.8	15900
360379	Apple	16	1000	2.5	127900
360419	Microsoft	16	2000	2.5	72900
360759	DELL	8	1000	1.8	61900
360815	Microsoft	8	1000	3	70900
360904	Apple	4	500	2.3	105900
360904	Apple	4	500	2.3	105900
361103	DELL	16	500	1.8	63900
361126	Samsung	4	1000	3.2	70900
361186	DELL	8	500	3.2	88900
361203	Lenovo	8	2000	1.8	27900
361382	hp	16	2000	3	76900
361412	Apple	16	1000	3	139900
361508	MSI	16	1000	3.2	83900
361536	Dell	4	500	3	76900
361645	Samsung	16	1000	3.2	94900
361691	unknown	8	500	2.3	45900
361882	Samsung	16	500	1.8	39900
361956	Acer	8	1000	3	72900
362549	Dell	4	500	3	78900
362577	Acer	16	500	2.3	50900
362703	asus	16	1000	2.3	54900
362825	DELL	8	1000	3	81900
362840	HP	4	1000	1.8	43900
363066	Microsoft	8	2000	3	75900
363066	Microsoft	8	2000	3	75900
363320	hp	8	500	3	62900
363358	Asus	4	1000	3	54900
363581	Asus	4	500	3.2	68900
363619	Microsoft	4	2000	2.5	56900
363645	Asus	4	1000	2.3	38900
363708	asus	16	500	3.2	78900
363900	Lenovo	4	500	3	45900
363966	Acer	8	500	1.8	44900
364168	HP	16	1000	3.2	85900
364259	Toshiba	4	1000	2.5	48900
364306	Acer	16	1000	3.2	89900
364810	Lenovo	16	500	2.3	44900
364992	Toshiba	8	500	1.8	40900
365011	Toshiba	4	1000	3.2	73900
365069	Lenovo	8	500	3.2	59900
365131	Dell	8	500	2.5	72900
365321	Samsung	16	2000	1.8	60900
366009	Lenovo	16	1000	2.3	47900
366050	MSI	4	2000	2.3	55900
366195	asus	4	2000	3.2	79900
366203	Acer	4	2000	2.3	53900
366245	hp	8	2000	3.2	82900
366370	Apple	8	2000	3	134900
366569	Apple	16	2000	3	146900
367175	MSI	8	2000	1.8	47900
367393	Toshiba	8	500	1.8	36900
367575	Dell	8	500	3	80900
367728	Toshiba	8	2000	1.8	47900
367784	asus	8	2000	2.5	60900
368392	asus	4	1000	2.3	39900
368419	Microsoft	8	1000	3	74900
368511	Lenovo	16	2000	3.2	73900
368597	Asus	4	1000	2.5	54900
368849	Toshiba	8	2000	3.2	88900
368907	Toshiba	16	1000	1.8	47900
369585	Samsung	8	2000	3	79900
369632	MSI	4	2000	1.8	46900
369759	DELL	4	2000	1.8	61900
369821	Samsung	16	500	1.8	44900
369862	DELL	8	500	2.3	65900
369889	Samsung	8	500	1.8	33900
369912	Lenovo	4	500	3	48900
370076	DELL	8	500	3.2	91900
370270	Asus	8	1000	2.3	46900
370280	Toshiba	16	500	3.2	76900
370291	hp	4	1000	2.3	51900
370424	Lenovo	4	2000	1.8	25900
370631	DELL	8	2000	2.3	66900
370652	DELL	4	500	3.2	81900
370658	Toshiba	16	500	1.8	44900
370786	MSI	8	1000	3.2	78900
370869	Acer	4	2000	2.5	58900
370893	Lenovo	16	500	2.5	53900
371192	Dell	4	1000	3	73900
371488	hp	16	1000	3	75900
371550	Asus	8	500	2.3	42900
371696	Samsung	8	1000	3.2	79900
371983	Toshiba	8	2000	2.5	62900
372006	Toshiba	16	1000	2.5	65900
372089	MSI	16	2000	2.5	67900
372090	Samsung	8	1000	3.2	80900
372283	Apple	4	2000	2.5	127900
372763	MSI	8	1000	2.3	52900
372774	Microsoft	16	500	1.8	39900
373462	asus	4	500	3	61900
373507	hp	16	1000	3	75900
373668	DELL	4	2000	1.8	59900
373883	Acer	8	500	3	69900
374048	DELL	16	500	1.8	57900
374066	Acer	8	1000	1.8	45900
374253	HP	4	1000	1.8	38900
374265	DELL	8	1000	2.5	72900
374460	Acer	16	1000	2.5	60900
374595	Lenovo	16	500	2.5	43900
374613	MSI	8	2000	2.5	59900
374986	unknown	8	2000	2.3	59900
375051	Acer	16	1000	3.2	78900
375246	DELL	16	1000	3	91900
375437	Lenovo	8	1000	1.8	27900
375726	Apple	16	1000	2.3	115900
375753	Dell	4	1000	3	76900
375949	Microsoft	8	1000	3	63900
376198	Lenovo	4	500	1.8	17900
376238	Dell	4	2000	1.8	57900
376373	hp	16	2000	3.2	94900
376540	Apple	4	2000	2.5	122900
376745	Apple	16	1000	2.3	125900
377135	Acer	16	1000	2.5	62900
377230	Acer	4	1000	2.5	57900
377359	hp	4	2000	1.8	37900
377510	asus	16	1000	3.2	85900
377609	HP	8	1000	3	67900
378053	HP	4	500	3.2	71900
378125	Acer	16	1000	2.3	62900
378384	HP	4	500	2.3	43900
378416	Acer	4	2000	2.5	61900
378896	Apple	4	2000	1.8	102900
378916	Dell	8	2000	3.2	99900
378953	Samsung	4	500	2.3	45900
379176	Samsung	16	2000	3	83900
379219	DELL	4	500	2.3	53900
379319	Samsung	16	500	1.8	46900
379443	Dell	4	500	2.3	59900
379511	Dell	8	500	3	83900
379611	Toshiba	8	2000	3.2	84900
379643	DELL	4	500	1.8	42900
379746	Apple	16	2000	2.3	127900
379779	HP	4	2000	1.8	42900
379940	Asus	16	500	3	64900
379948	Asus	8	1000	2.5	61900
379962	Acer	16	1000	2.5	65900
380127	MSI	16	500	2.5	59900
380195	MSI	8	1000	3.2	79900
380346	Asus	16	2000	3.2	95900
380982	DELL	16	2000	3.2	108900
381490	Asus	16	2000	3	83900
381724	hp	8	1000	1.8	45900
381961	Asus	8	1000	2.3	53900
382227	asus	16	500	1.8	46900
382707	Microsoft	16	2000	3	72900
382753	Acer	16	1000	2.3	56900
382835	Toshiba	8	500	3	62900
382850	asus	8	1000	3.2	77900
383205	HP	4	2000	1.8	45900
383517	Dell	8	1000	2.3	57900
383638	Acer	16	2000	2.3	57900
383826	Microsoft	4	1000	3.2	67900
383973	hp	4	500	2.3	36900
384145	Microsoft	16	2000	1.8	50900
384226	Apple	8	2000	3	133900
384248	Apple	4	1000	3.2	132900
384277	asus	16	500	3	75900
384388	Toshiba	4	1000	1.8	35900
384457	Apple	4	2000	2.5	118900
384478	Acer	4	1000	3.2	72900
384494	Samsung	16	500	3	69900
384668	DELL	16	1000	3.2	101900
384688	hp	4	2000	1.8	39900
384869	Lenovo	4	500	3	53900
384932	Asus	4	1000	3	65900
384952	HP	4	500	1.8	36900
385284	Microsoft	8	500	3	60900
385297	Microsoft	4	2000	2.5	50900
385527	DELL	8	500	1.8	58900
385614	HP	8	500	2.3	46900
385718	Toshiba	4	2000	2.3	50900
385764	Dell	16	1000	3	86900
385951	MSI	16	2000	3	82900
386134	Acer	16	500	2.3	52900
386232	Toshiba	16	1000	1.8	56900
386496	hp	16	2000	2.5	67900
387211	asus	16	500	2.3	47900
387310	Microsoft	4	500	3	54900
387395	HP	4	2000	2.5	55900
387615	MSI	4	2000	2.5	56900
387766	hp	8	2000	2.3	60900
388009	MSI	8	2000	3.2	79900
388036	MSI	16	500	3.2	77900
388099	Dell	8	500	2.3	67900
388227	Acer	4	1000	1.8	33900
388438	asus	8	1000	3	61900
388464	Acer	8	500	2.3	46900
388578	DELL	4	500	3.2	83900
388710	hp	16	1000	3	68900
388749	HP	4	1000	1.8	37900
388918	Toshiba	8	500	3	63900
388973	Acer	8	500	2.5	57900
389256	hp	16	1000	3.2	77900
389283	unknown	8	1000	2.5	76900
389412	asus	4	2000	3.2	73900
389506	Toshiba	16	2000	2.3	59900
389716	Lenovo	16	1000	3	63900
390146	Acer	16	2000	3	71900
390182	hp	4	1000	2.3	43900
390526	Acer	8	1000	2.5	56900
390858	MSI	4	500	1.8	36900
390872	Lenovo	16	1000	1.8	32900
390873	Toshiba	16	1000	3	72900
390936	DELL	4	500	3	80900
391004	Acer	16	2000	3.2	87900
391178	Asus	8	1000	3	68900
391416	Samsung	8	500	3.2	69900
391473	hp	8	2000	3.2	85900
391486	HP	8	1000	3.2	74900
391917	Toshiba	8	500	2.3	45900
392007	Acer	8	1000	3.2	83900
392173	MSI	4	1000	3	59900
392461	HP	4	1000	1.8	32900
392576	Microsoft	16	2000	3.2	95900
393123	asus	16	1000	2.5	61900
393126	Dell	4	1000	2.5	62900
394053	DELL	8	1000	3.2	89900
394106	MSI	16	2000	1.8	61900
394145	Microsoft	16	500	3	72900
394679	hp	16	1000	2.5	64900
394790	Apple	4	1000	2.3	111900
394803	Acer	16	2000	3	78900
394971	Samsung	16	2000	2.3	59900
395019	Asus	16	1000	3	75900
395022	HP	4	1000	2.3	39900
395022	HP	4	1000	2.3	39900
395233	Samsung	16	500	3.2	81900
396045	MSI	8	1000	3	67900
396206	Microsoft	8	500	1.8	43900
396274	Toshiba	16	2000	2.5	65900
396312	DELL	16	2000	3	91900
396713	hp	8	2000	3.2	84900
396760	Asus	16	1000	3	75900
396789	hp	16	2000	3.2	84900
397062	HP	16	500	2.3	58900
397158	DELL	4	1000	1.8	56900
397218	unknown	8	2000	3.2	82900
397372	Asus	8	500	3.2	75900
397567	Samsung	16	500	2.3	53900
397607	Microsoft	4	2000	3.2	75900
397674	MSI	4	1000	3.2	75900
397848	asus	8	1000	1.8	45900
397885	hp	16	2000	2.3	59900
398174	HP	16	1000	2.3	56900
398302	Acer	16	500	1.8	44900
398318	DELL	4	2000	2.5	67900
398579	Toshiba	8	1000	1.8	44900
399131	Microsoft	16	1000	1.8	52900
399263	Toshiba	16	1000	3	71900
399814	Microsoft	8	1000	3	65900
399977	Apple	4	500	2.5	115900
400316	MSI	4	2000	2.3	56900
400319	DELL	8	2000	2.3	63900
400712	Microsoft	8	500	1.8	42900
400866	Dell	16	2000	2.3	78900
401026	Acer	16	1000	2.3	57900
401063	asus	4	1000	3	64900
401605	HP	16	1000	2.3	58900
401712	hp	8	1000	3	77900
401862	DELL	8	500	2.5	71900
401952	Samsung	8	2000	3.2	85900
402062	Microsoft	16	1000	2.3	64900
402393	Dell	8	500	3	76900
402481	Apple	16	1000	3.2	144900
402800	Samsung	16	2000	1.8	52900
402951	Asus	16	1000	2.5	62900
403753	Apple	4	500	2.5	114900
403888	asus	16	500	1.8	43900
403902	MSI	8	2000	2.5	68900
404006	MSI	16	500	2.5	61900
404056	asus	4	1000	2.3	38900
404111	Apple	8	2000	3	139900
404374	Samsung	4	2000	3.2	78900
404381	Microsoft	8	1000	3	73900
404493	hp	8	1000	1.8	42900
404497	MSI	8	2000	3	70900
404681	DELL	16	1000	2.5	73900
404684	Samsung	16	1000	2.5	68900
404714	Dell	16	2000	1.8	70900
404810	Dell	8	500	3	83900
404847	Samsung	4	1000	3	62900
404970	asus	4	1000	2.3	44900
405147	Dell	8	1000	3.2	90900
405405	Toshiba	16	1000	1.8	49900
405634	Asus	4	2000	1.8	50900
406009	Dell	16	500	3	83900
406101	unknown	8	500	1.8	111900
406207	Microsoft	16	2000	1.8	56900
406435	Samsung	4	500	1.8	44900
407094	Toshiba	4	500	3.2	65900
407211	Lenovo	8	1000	1.8	27900
407342	Samsung	8	500	2.3	44900
407435	Dell	16	500	3	89900
407499	Acer	8	1000	2.5	45900
407746	MSI	8	2000	2.5	64900
407815	DELL	16	500	2.5	79900
407827	Microsoft	8	2000	1.8	48900
408429	Acer	8	500	3	65900
408594	hp	8	1000	1.8	39900
408743	DELL	4	1000	3.2	85900
408790	Asus	16	1000	3.2	89900
409281	HP	8	2000	3.2	80900
409281	HP	8	2000	3.2	80900
409736	Acer	16	2000	3.2	89900
409802	hp	4	2000	3	70900
409878	Apple	16	500	3	131900
410138	Acer	4	2000	3	68900
410163	HP	16	2000	2.3	60900
410701	Samsung	8	2000	1.8	54900
411232	Apple	4	500	3	120900
411474	Lenovo	16	2000	1.8	43900
411559	Samsung	16	1000	2.3	53900
411902	hp	8	1000	1.8	40900
411913	Dell	16	2000	1.8	65900
411917	DELL	16	1000	3	91900
412450	Dell	4	1000	2.5	67900
412597	HP	4	1000	2.3	43900
412609	Samsung	4	500	3.2	66900
412695	Acer	16	1000	2.3	51900
412786	HP	8	1000	2.5	60900
412905	hp	4	500	1.8	34900
412931	Apple	4	2000	3	131900
412936	Apple	4	2000	3	132900
413191	Acer	16	1000	2.3	60900
413268	Microsoft	16	1000	3	71900
413351	Toshiba	8	2000	1.8	46900
413441	hp	8	500	2.5	55900
413612	DELL	16	2000	2.5	81900
413732	Microsoft	4	2000	2.3	45900
413831	DELL	8	2000	2.3	67900
414165	Lenovo	8	2000	3.2	63900
414209	Acer	4	2000	2.5	53900
414257	Samsung	4	500	2.5	51900
414298	Asus	8	2000	2.5	65900
414320	DELL	16	1000	1.8	61900
414414	Toshiba	8	2000	3.2	84900
414538	Microsoft	16	500	3.2	82900
414559	HP	8	2000	1.8	45900
414564	Lenovo	8	1000	2.5	43900
414766	Apple	4	2000	2.5	118900
414968	asus	8	1000	3.2	80900
415096	MSI	8	1000	2.3	44900
415346	Asus	8	1000	3.2	68900
415844	Acer	4	500	2.3	35900
415849	asus	16	1000	1.8	52900
415918	hp	8	1000	2.3	50900
415974	Toshiba	16	2000	1.8	50900
416038	Microsoft	16	500	3	67900
416180	Microsoft	16	500	3.2	74900
416297	Microsoft	8	1000	2.5	61900
416428	Asus	16	500	1.8	41900
416485	HP	16	500	3.2	80900
416751	asus	8	1000	3	69900
416946	HP	8	1000	1.8	47900
417119	Toshiba	4	2000	3.2	75900
417242	Dell	8	500	2.3	60900
417283	Samsung	4	2000	1.8	48900
417334	Microsoft	16	2000	2.3	58900
417776	Lenovo	8	2000	2.3	48900
417878	DELL	16	500	2.3	61900
417889	Acer	8	500	2.5	52900
417894	Toshiba	8	2000	3.2	79900
418078	Dell	16	500	3.2	97900
418112	Microsoft	8	2000	3	68900
418295	Asus	8	500	2.5	61900
418303	Acer	4	500	1.8	29900
418533	Toshiba	16	2000	2.5	63900
418559	Dell	4	1000	2.5	63900
418603	Asus	16	2000	3	81900
418692	DELL	8	500	2.3	60900
418790	Apple	16	500	2.3	119900
418993	Acer	16	500	2.5	62900
419577	Apple	4	2000	2.5	126900
419727	hp	16	1000	2.5	68900
419820	Toshiba	16	500	2.5	60900
420146	DELL	16	500	3	82900
420225	Samsung	8	1000	3	71900
420429	asus	4	500	2.3	46900
420575	DELL	4	1000	2.5	68900
420579	HP	8	1000	2.5	59900
420632	MSI	8	500	3	64900
420863	Lenovo	4	1000	2.3	27900
421064	Acer	16	1000	3.2	84900
421309	DELL	8	500	3	81900
421363	Lenovo	8	2000	2.3	46900
421363	Lenovo	8	2000	2.3	46900
421398	DELL	4	1000	1.8	52900
421403	Lenovo	16	2000	2.5	62900
421489	hp	4	2000	2.5	52900
421778	Apple	4	1000	3	131900
422249	Samsung	16	1000	3	70900
422575	asus	8	1000	2.5	59900
422680	hp	8	1000	1.8	39900
422699	Asus	16	2000	3.2	83900
422704	hp	8	1000	2.3	55900
422777	Samsung	4	1000	2.3	44900
423042	HP	16	1000	3	77900
423225	DELL	4	500	1.8	55900
423307	Samsung	8	500	2.5	60900
423373	hp	16	500	2.3	52900
423642	Asus	4	500	3	59900
423689	Microsoft	16	1000	2.3	62900
424120	Asus	4	500	1.8	29900
424180	asus	4	1000	2.3	48900
424287	MSI	16	1000	2.3	56900
424388	Samsung	16	2000	3.2	92900
424583	Lenovo	8	500	2.5	40900
424640	Asus	4	2000	2.3	55900
424647	DELL	4	2000	2.5	68900
424766	hp	8	500	2.5	54900
424977	Lenovo	16	1000	1.8	41900
425025	Microsoft	8	2000	2.5	62900
425197	Apple	4	500	2.3	114900
425339	HP	4	500	2.5	48900
425356	DELL	8	500	2.3	66900
425556	MSI	8	2000	2.3	54900
425557	Acer	16	2000	2.3	59900
425946	Toshiba	16	1000	2.5	61900
426024	DELL	8	2000	3	87900
426200	asus	16	1000	2.3	52900
426226	Lenovo	4	500	3	41900
426420	asus	4	1000	2.5	44900
426717	DELL	8	500	3	86900
426741	Acer	8	500	2.3	52900
427126	HP	8	2000	3	76900
427139	Asus	8	2000	3.2	87900
427358	Acer	4	500	2.3	50900
427558	Samsung	8	1000	3.2	84900
427660	DELL	16	500	3	88900
427728	DELL	16	500	3.2	95900
427984	hp	4	1000	2.5	53900
428066	Toshiba	8	2000	3	78900
428072	Acer	8	500	1.8	44900
428191	Lenovo	4	2000	2.3	37900
428396	Apple	4	1000	3.2	131900
428399	DELL	4	500	3	73900
428405	DELL	8	2000	1.8	61900
428507	asus	4	500	3.2	74900
428638	Lenovo	8	2000	3.2	66900
428763	Samsung	16	500	2.3	56900
429021	Apple	8	500	1.8	107900
429021	Apple	8	500	1.8	107900
429077	Dell	8	500	3.2	84900
429548	hp	16	1000	3.2	86900
429684	DELL	8	500	2.3	66900
429765	MSI	4	2000	2.5	63900
429775	Samsung	8	1000	2.5	60900
429817	Toshiba	4	1000	3	62900
429900	DELL	16	2000	3.2	107900
430094	MSI	8	500	3.2	71900
430293	Acer	16	1000	2.3	56900
430325	Samsung	8	2000	1.8	50900
430381	DELL	4	1000	2.3	55900
430670	Dell	4	500	3.2	83900
431371	Lenovo	4	2000	1.8	23900
431686	Apple	16	1000	2.5	128900
431959	Toshiba	4	2000	2.5	61900
431969	Samsung	8	2000	2.3	55900
431981	Microsoft	16	2000	1.8	44900
431984	Samsung	8	2000	1.8	52900
432056	Dell	4	2000	1.8	55900
432295	hp	4	500	1.8	33900
432449	Acer	16	2000	2.3	64900
432579	Dell	8	500	3.2	92900
432635	Dell	16	500	1.8	61900
433171	Lenovo	16	500	2.5	44900
433223	hp	4	2000	1.8	41900
433832	DELL	16	500	3.2	94900
433849	Asus	16	1000	1.8	55900
434113	Microsoft	4	2000	2.5	60900
434280	hp	16	2000	1.8	53900
434517	asus	8	1000	2.3	54900
434561	Microsoft	8	1000	3.2	78900
434599	MSI	4	1000	2.3	47900
434601	Microsoft	8	500	2.3	54900
434630	Asus	16	1000	3.2	82900
434859	Microsoft	4	2000	1.8	39900
434969	HP	8	2000	2.5	65900
434984	MSI	16	1000	3.2	81900
435024	Samsung	8	2000	3	77900
435031	Toshiba	4	1000	2.5	54900
435058	Samsung	4	1000	3.2	69900
435419	hp	16	2000	3	80900
435717	Apple	8	2000	2.3	121900
435864	Microsoft	4	2000	3	60900
435925	HP	8	2000	2.3	47900
436017	Dell	16	1000	3	93900
436069	asus	4	2000	3.2	78900
436211	Toshiba	4	1000	2.5	54900
436536	Microsoft	8	1000	3.2	71900
436563	HP	16	2000	2.5	68900
436604	Samsung	16	1000	3	73900
436901	HP	4	1000	1.8	42900
436990	HP	8	500	3	64900
436994	Apple	8	2000	2.5	134900
437089	MSI	4	2000	2.3	51900
437592	Apple	8	1000	2.5	121900
437654	MSI	8	500	2.3	50900
437778	Acer	8	500	3	70900
437859	Toshiba	16	1000	1.8	43900
438077	Toshiba	16	500	2.5	66900
438320	Samsung	8	2000	3.2	83900
438538	Acer	8	2000	3.2	80900
438698	Apple	8	1000	3.2	145900
438829	Acer	4	500	3.2	62900
439064	Microsoft	4	500	2.5	45900
439355	MSI	4	1000	2.3	48900
439589	hp	8	2000	3	73900
439601	unknown	8	500	2.3	30900
439939	Lenovo	4	500	2.3	21900
439986	Samsung	16	1000	3	71900
440550	HP	4	1000	3	63900
440649	Asus	8	2000	3.2	79900
440683	Samsung	8	2000	1.8	44900
440782	HP	4	500	3	63900
440865	Toshiba	4	500	3.2	69900
441199	MSI	16	1000	3.2	86900
441341	Samsung	16	1000	1.8	48900
441512	Apple	4	500	2.3	108900
441608	Samsung	16	2000	2.5	66900
441846	Samsung	16	1000	2.3	60900
441859	MSI	16	2000	3	81900
441943	HP	4	1000	3.2	70900
442057	Acer	4	2000	1.8	48900
442695	Lenovo	16	2000	3	67900
442752	Dell	8	500	3.2	93900
442807	Lenovo	16	500	2.3	47900
443036	asus	4	2000	2.5	50900
443143	Asus	16	1000	1.8	53900
443167	Asus	8	500	2.5	53900
443231	Dell	8	2000	2.5	75900
443236	Asus	16	500	3	84900
443290	Samsung	8	2000	3	82900
443290	Samsung	8	2000	3	82900
443485	Microsoft	16	1000	2.3	59900
443575	Samsung	8	2000	3	65900
443817	MSI	8	500	1.8	34900
443817	MSI	8	500	1.8	34900
444324	HP	16	2000	2.3	68900
444431	Apple	4	500	2.5	107900
444456	Samsung	4	1000	3.2	69900
444476	Toshiba	8	2000	3	73900
444520	Toshiba	4	2000	3	70900
444772	DELL	4	2000	2.3	63900
444847	Acer	4	2000	1.8	50900
445450	Samsung	16	2000	2.3	55900
445481	Toshiba	16	1000	2.3	59900
445664	HP	4	500	2.5	44900
445713	Asus	4	500	3	64900
445765	Dell	16	500	3	93900
445856	asus	8	500	1.8	32900
445888	Microsoft	4	1000	2.3	46900
445930	MSI	16	2000	2.5	63900
445947	DELL	8	500	1.8	61900
445976	MSI	8	500	3.2	77900
446338	Asus	8	1000	2.3	49900
446384	Apple	8	1000	2.5	123900
446458	asus	4	1000	3	64900
446467	asus	4	500	3	55900
446660	Dell	4	1000	2.5	64900
446855	MSI	4	1000	2.3	44900
447882	Apple	8	500	2.3	103900
448213	Dell	4	500	2.5	63900
448237	hp	8	500	3	64900
448284	MSI	4	2000	3	68900
448395	DELL	4	1000	2.5	68900
448409	Asus	4	2000	2.5	56900
448476	Asus	4	500	3.2	67900
448518	Samsung	16	2000	2.3	62900
448850	Lenovo	16	2000	2.3	46900
448882	DELL	16	1000	1.8	74900
448898	Samsung	16	500	1.8	55900
449400	Samsung	16	500	2.5	60900
449587	Acer	16	1000	3.2	83900
449857	MSI	8	2000	2.3	53900
450001	Toshiba	4	1000	2.3	48900
450120	MSI	4	1000	2.5	54900
450181	MSI	4	1000	3.2	74900
450276	Microsoft	8	1000	3	67900
450431	Dell	16	1000	2.3	76900
450656	HP	8	2000	2.5	63900
450682	HP	8	2000	2.5	63900
450811	Asus	8	500	1.8	36900
451067	HP	8	2000	3.2	80900
451215	Acer	16	2000	3.2	90900
451403	Samsung	16	1000	2.3	56900
451444	Apple	8	2000	3	132900
451613	Asus	16	2000	3	81900
451909	DELL	16	1000	2.5	74900
452029	MSI	4	1000	3	61900
452097	Dell	4	500	2.3	55900
452120	Dell	8	1000	3	81900
452336	Dell	4	2000	3.2	93900
452407	Apple	8	1000	1.8	110900
452491	Asus	8	1000	1.8	47900
452841	DELL	4	500	1.8	51900
452925	HP	16	2000	3	75900
453245	DELL	16	1000	2.5	78900
453353	Samsung	4	500	3.2	68900
453655	Asus	8	500	1.8	35900
453975	hp	8	500	3	67900
454306	asus	4	2000	2.3	49900
454439	Asus	4	500	2.5	51900
454541	hp	8	2000	2.5	61900
454545	Toshiba	16	1000	3	70900
454682	Apple	4	1000	3.2	140900
454747	Microsoft	16	1000	2.3	50900
454864	HP	8	2000	2.5	63900
454886	HP	4	2000	1.8	43900
455122	Asus	16	2000	2.3	58900
455216	MSI	8	2000	3	67900
455321	Apple	8	2000	1.8	117900
455553	Asus	8	500	3	65900
455557	Dell	4	500	2.3	52900
455640	Lenovo	16	500	3	58900
455702	Toshiba	4	1000	3.2	77900
455864	Lenovo	4	500	3	45900
455957	Samsung	8	1000	1.8	43900
456000	Dell	4	500	2.3	61900
456193	MSI	4	2000	3	63900
456609	hp	4	2000	3	75900
456669	Samsung	16	500	3	69900
456827	Dell	4	1000	1.8	50900
456851	Apple	8	2000	3.2	151900
457140	Samsung	8	2000	2.5	62900
458056	Asus	8	2000	3.2	87900
458223	HP	4	2000	3	61900
458381	Dell	16	500	3.2	97900
458618	hp	16	500	1.8	36900
458626	Lenovo	16	1000	3.2	66900
458959	asus	4	2000	3	71900
459081	HP	8	1000	2.3	49900
459098	hp	4	1000	2.3	43900
459222	Toshiba	8	1000	2.5	53900
459335	Microsoft	16	2000	1.8	51900
459335	Microsoft	16	2000	1.8	51900
459762	Apple	4	2000	2.3	116900
459884	Acer	8	2000	2.3	57900
460106	MSI	8	500	2.5	53900
460229	MSI	16	1000	1.8	45900
460281	MSI	8	2000	3	76900
460653	asus	16	500	2.3	50900
460727	Asus	4	500	3	58900
460763	Apple	4	1000	2.5	112900
460863	Acer	8	2000	1.8	51900
460989	asus	4	500	3.2	68900
460993	Microsoft	16	1000	2.3	56900
461058	Asus	8	2000	1.8	47900
461125	MSI	4	1000	2.3	45900
461203	Apple	8	2000	1.8	106900
461237	Lenovo	4	2000	1.8	26900
461357	Apple	16	1000	1.8	121900
461712	DELL	4	2000	1.8	53900
461749	asus	16	2000	3	82900
461783	Asus	16	1000	2.5	69900
461812	Asus	8	1000	2.3	41900
462064	Apple	4	500	2.3	104900
462102	Dell	8	2000	2.3	63900
462182	Samsung	4	500	2.5	51900
462375	Asus	4	1000	3	68900
462446	Dell	16	2000	2.3	78900
462847	Lenovo	4	500	2.5	30900
463284	Toshiba	4	1000	2.3	42900
463535	Asus	8	1000	2.5	62900
463627	DELL	8	2000	2.5	83900
463923	HP	16	1000	1.8	51900
464289	Acer	4	1000	1.8	33900
464792	Microsoft	8	1000	2.3	54900
464829	HP	8	2000	1.8	46900
464944	Apple	16	2000	3.2	157900
465068	Apple	4	2000	3.2	136900
465111	Acer	8	1000	1.8	46900
465182	Asus	4	1000	1.8	34900
